row_index,Name,RA,DEC,tractor_type,Score,Probability,resnet_model,Region,Spec,photo_z,g_mag,r_mag,z_mag,row_id,status_fits,bytes_fits,attempts_fits
681,DESI-041.1156-28.6150,41.1156,-28.615,DC,2.5,1.0,L18,DECaLS,,0.476+/-0.012,20.56,18.66,17.57,DESI-041.1156-28.6150,ok,126720,1
682,DESI-041.4712-05.9667,41.4712,-5.9667,DC,2.5,0.92,L18,DECaLS,0.5731,,22.87,20.84,18.9,DESI-041.4712-05.9667,ok,126720,1
684,DESI-042.0940+02.7825,42.094,2.7825,REX,2.5,0.96,L18,DECaLS,0.3859,,21.91,21.16,19.92,DESI-042.0940+02.7825,ok,126720,1
685,DESI-042.1344-12.1016,42.1344,-12.1016,REX,2.5,0.98,L18,DECaLS,,0.835+/-0.102,21.44,20.72,19.65,DESI-042.1344-12.1016,ok,126720,1
690,DESI-043.8215-16.6815,43.8215,-16.6815,DC,2.5,1.0,L18,DECaLS,0.5032,,22.49,20.54,18.92,DESI-043.8215-16.6815,ok,126720,1
695,DESI-044.5307-13.8106,44.5307,-13.8106,DC,2.0,0.35,L18,DECaLS,,0.672+/-0.082,22.72,21.1,19.71,DESI-044.5307-13.8106,ok,126720,1
699,DESI-044.9857-26.8724,44.9857,-26.8724,DC,2.0,1.0,L18,DECaLS,,0.445+/-0.009,22.33,20.56,19.59,DESI-044.9857-26.8724,ok,126720,1
701,DESI-045.2324-10.9787,45.2324,-10.9787,DC,2.0,0.95,L18,DECaLS,,0.474+/-0.152,21.44,20.39,19.23,DESI-045.2324-10.9787,ok,126720,1
702,DESI-045.5432-22.6720,45.5432,-22.672,DC,2.5,1.0,L18,DECaLS,,0.465+/-0.055,20.86,18.89,17.66,DESI-045.5432-22.6720,ok,126720,1
703,DESI-045.8553-22.9291,45.8553,-22.9291,DC,2.5,1.0,L18,DECaLS,,0.531+/-0.038,21.6,19.86,18.65,DESI-045.8553-22.9291,ok,126720,1
704,DESI-045.8714+03.7781,45.8714,3.7781,DC,2.0,0.97,L18,DECaLS,0.5305,,22.12,20.4,18.76,DESI-045.8714+03.7781,ok,126720,1
705,DESI-046.5824-13.5938,46.5824,-13.5938,DC,2.5,0.86,L18,DECaLS,,0.708+/-0.032,22.79,20.79,19.08,DESI-046.5824-13.5938,ok,126720,1
706,DESI-046.6654-27.6075,46.6654,-27.6075,DC,2.5,1.0,L18,DECaLS,,0.421+/-0.062,19.82,18.29,17.34,DESI-046.6654-27.6075,ok,126720,1
707,DESI-046.6785-28.5384,46.6785,-28.5384,DC,2.5,0.18,L18,DECaLS,,0.544+/-0.021,20.96,19.36,18.2,DESI-046.6785-28.5384,ok,126720,1
708,DESI-046.7377-23.3925,46.7377,-23.3925,DC,2.5,0.91,L18,DECaLS,,0.555+/-0.042,21.43,19.62,18.42,DESI-046.7377-23.3925,ok,126720,1
712,DESI-048.2870-16.4246,48.287,-16.4246,DC,2.5,0.91,L18,DECaLS,,0.358+/-0.066,20.83,19.32,18.46,DESI-048.2870-16.4246,ok,126720,1
714,DESI-048.8942-27.2465,48.8942,-27.2465,DC,2.0,0.5,L18,DECaLS,,0.633+/-0.084,21.62,20.33,19.16,DESI-048.8942-27.2465,ok,126720,1
715,DESI-049.0800-28.8885,49.08,-28.8885,DC,2.5,0.68,L18,DECaLS,,0.426+/-0.010,20.9,18.98,18.0,DESI-049.0800-28.8885,ok,126720,1
718,DESI-049.3327-30.1661,49.3327,-30.1661,DC,2.5,0.94,L18,DECaLS,,0.523+/-0.017,20.6,18.68,17.47,DESI-049.3327-30.1661,ok,126720,1
719,DESI-049.3356-26.6664,49.3356,-26.6664,DC,2.0,1.0,L18,DECaLS,,0.310+/-0.012,19.99,18.42,17.57,DESI-049.3356-26.6664,ok,126720,1
722,DESI-049.7786-27.6615,49.7786,-27.6615,DC,2.5,1.0,L18,DECaLS,,0.678+/-0.079,21.68,20.46,19.23,DESI-049.7786-27.6615,ok,126720,1
723,DESI-049.7855-07.5011,49.7855,-7.5011,DC,2.5,1.0,L18,DECaLS,0.4757,,20.84,19.09,18.05,DESI-049.7855-07.5011,ok,126720,1
728,DESI-051.0021-27.1917,51.0021,-27.1917,DC,2.0,0.99,L18,DECaLS,,0.704+/-0.039,22.03,20.44,18.94,DESI-051.0021-27.1917,ok,126720,1
729,DESI-051.2450-11.5876,51.245,-11.5876,DC,2.5,1.0,L18,DECaLS,,0.424+/-0.045,21.44,19.64,18.59,DESI-051.2450-11.5876,ok,126720,1
730,DESI-051.4779-17.1685,51.4779,-17.1685,REX,2.0,0.83,L18,DECaLS,,0.867+/-0.122,21.91,21.12,19.87,DESI-051.4779-17.1685,fail: HTTP 429,0,5
733,DESI-051.7081-00.7311,51.7081,-0.7311,DC,2.5,0.86,L18,DECaLS,0.1742,,19.43,17.89,16.8,DESI-051.7081-00.7311,ok,126720,1
735,DESI-052.3736-18.6378,52.3736,-18.6378,DC,2.0,0.16,L18,DECaLS,,0.636+/-0.016,22.1,20.19,18.66,DESI-052.3736-18.6378,ok,126720,1
736,DESI-052.4307-32.1849,52.4307,-32.1849,REX,2.0,0.23,L18,DECaLS,,0.816+/-0.074,22.38,21.18,19.71,DESI-052.4307-32.1849,ok,126720,1
737,DESI-052.5899+00.6691,52.5899,0.6691,DC,2.5,0.34,L18,DECaLS,0.492,,21.25,19.29,18.1,DESI-052.5899+00.6691,ok,126720,1
739,DESI-052.7565-09.4508,52.7565,-9.4508,DC,2.0,0.97,L18,DECaLS,,0.860+/-0.053,23.35,21.34,19.27,DESI-052.7565-09.4508,ok,126720,1
743,DESI-053.9519-29.9771,53.9519,-29.9771,DC,2.0,0.99,L18,DECaLS,,0.318+/-0.010,20.2,18.6,17.72,DESI-053.9519-29.9771,ok,126720,1
744,DESI-054.1741-20.3531,54.1741,-20.3531,DC,2.5,0.55,L18,DECaLS,,0.597+/-0.013,21.67,19.76,18.34,DESI-054.1741-20.3531,ok,126720,1
748,DESI-054.6271-05.6708,54.6271,-5.6708,DC,2.0,0.69,L18,DECaLS,0.6146,,20.93,19.81,18.63,DESI-054.6271-05.6708,ok,126720,1
749,DESI-054.6308-24.6332,54.6308,-24.6332,DC,2.0,0.83,L18,DECaLS,,0.582+/-0.021,22.79,20.85,19.51,DESI-054.6308-24.6332,ok,126720,1
753,DESI-055.0105-27.3081,55.0105,-27.3081,DC,2.5,0.89,L18,DECaLS,,0.761+/-0.066,23.71,21.25,19.24,DESI-055.0105-27.3081,ok,126720,1
755,DESI-055.4365-31.6484,55.4365,-31.6484,DC,2.5,0.92,L18,DECaLS,,0.796+/-0.047,21.24,20.37,19.21,DESI-055.4365-31.6484,ok,126720,1
756,DESI-055.6364-20.0025,55.6364,-20.0025,DC,2.0,0.27,L18,DECaLS,,0.650+/-0.049,21.77,20.24,18.85,DESI-055.6364-20.0025,ok,126720,1
757,DESI-055.7686-10.8819,55.7686,-10.8819,DC,2.5,0.23,L18,DECaLS,,0.583+/-0.023,22.5,20.55,19.16,DESI-055.7686-10.8819,ok,126720,1
758,DESI-055.8961-29.9218,55.8961,-29.9218,DC,2.0,0.2,L18,DECaLS,,0.409+/-0.054,22.09,20.43,19.42,DESI-055.8961-29.9218,ok,126720,1
760,DESI-056.4484-30.3933,56.4484,-30.3933,DC,2.5,0.87,L18,DECaLS,,0.455+/-0.049,20.16,18.47,17.37,DESI-056.4484-30.3933,ok,126720,1
761,DESI-056.5384-26.4042,56.5384,-26.4042,DC,2.0,0.88,L18,DECaLS,,0.601+/-0.053,21.89,20.41,19.26,DESI-056.5384-26.4042,ok,126720,1
763,DESI-056.6788-09.2313,56.6788,-9.2313,DC,2.5,0.99,L18,DECaLS,,0.427+/-0.021,20.17,18.31,17.27,DESI-056.6788-09.2313,ok,126720,1
764,DESI-056.8707-25.7853,56.8707,-25.7853,DC,2.0,0.12,L18,DECaLS,,0.611+/-0.028,21.62,19.93,18.57,DESI-056.8707-25.7853,ok,126720,1
765,DESI-056.8839-20.4636,56.8839,-20.4636,DC,2.0,0.39,L18,DECaLS,,0.298+/-0.010,19.15,17.53,16.66,DESI-056.8839-20.4636,ok,126720,1
767,DESI-057.2082-22.3314,57.2082,-22.3314,DC,2.0,0.87,L18,DECaLS,,0.499+/-0.031,22.15,20.33,19.26,DESI-057.2082-22.3314,ok,126720,1
768,DESI-057.3298-26.9437,57.3298,-26.9437,DC,2.0,0.4,L18,DECaLS,,0.690+/-0.127,22.25,20.91,19.68,DESI-057.3298-26.9437,ok,126720,1
770,DESI-057.7531-19.8013,57.7531,-19.8013,DC,2.5,0.32,L18,DECaLS,,0.681+/-0.030,22.24,20.33,18.7,DESI-057.7531-19.8013,ok,126720,1
771,DESI-057.8307-15.1796,57.8307,-15.1796,DC,2.0,0.46,L18,DECaLS,,0.455+/-0.022,21.63,19.83,18.81,DESI-057.8307-15.1796,ok,126720,1
773,DESI-058.1777-19.3799,58.1777,-19.3799,DC,2.5,0.95,L18,DECaLS,,0.631+/-0.040,22.6,20.98,19.63,DESI-058.1777-19.3799,ok,126720,1
775,DESI-058.3547-02.8941,58.3547,-2.8941,DC,2.0,0.82,L18,DECaLS,,0.483+/-0.027,21.45,19.61,18.46,DESI-058.3547-02.8941,ok,126720,1
778,DESI-060.1170-15.1166,60.117,-15.1166,DC,2.5,0.12,L18,DECaLS,,0.355+/-0.033,21.14,19.57,18.7,DESI-060.1170-15.1166,ok,126720,1
780,DESI-060.5576-32.2606,60.5576,-32.2606,DC,2.0,0.24,L18,DECaLS,,0.912+/-0.063,23.31,21.57,19.57,DESI-060.5576-32.2606,ok,126720,1
781,DESI-060.6043-22.0993,60.6043,-22.0993,DC,2.5,0.15,L18,DECaLS,,0.804+/-0.063,22.84,21.37,19.72,DESI-060.6043-22.0993,ok,126720,1
782,DESI-060.7510-18.9797,60.751,-18.9797,DC,2.0,0.14,L18,DECaLS,,0.238+/-0.013,19.53,18.11,17.34,DESI-060.7510-18.9797,ok,126720,1
783,DESI-060.7611-18.5019,60.7611,-18.5019,DC,2.0,0.97,L18,DECaLS,,0.731+/-0.097,23.76,21.19,19.12,DESI-060.7611-18.5019,ok,126720,1
784,DESI-061.0473-16.8863,61.0473,-16.8863,DC,2.0,0.21,L18,DECaLS,,0.649+/-0.030,21.31,19.92,18.64,DESI-061.0473-16.8863,ok,126720,1
785,DESI-061.1937-08.7636,61.1937,-8.7636,DC,2.5,0.48,L18,DECaLS,,0.466+/-0.150,22.35,20.6,19.65,DESI-061.1937-08.7636,ok,126720,1
786,DESI-061.3000-15.6132,61.3,-15.6132,DC,2.5,0.99,L18,DECaLS,,0.426+/-0.026,21.54,19.71,18.69,DESI-061.3000-15.6132,ok,126720,1
787,DESI-061.3613-25.6735,61.3613,-25.6735,DC,2.5,0.96,L18,DECaLS,,0.280+/-0.010,19.36,17.81,16.96,DESI-061.3613-25.6735,ok,126720,1
789,DESI-061.6860-14.6132,61.686,-14.6132,DC,2.5,0.12,L18,DECaLS,,0.437+/-0.014,21.07,19.23,18.25,DESI-061.6860-14.6132,ok,126720,1
790,DESI-061.9786-31.8631,61.9786,-31.8631,DC,2.0,0.81,L18,DECaLS,,0.953+/-0.087,22.66,21.3,19.45,DESI-061.9786-31.8631,ok,126720,1
791,DESI-062.2880-32.0960,62.288,-32.096,DC,2.5,0.83,L18,DECaLS,,0.385+/-0.021,22.21,20.51,19.68,DESI-062.2880-32.0960,ok,126720,1
792,DESI-062.3942-31.5637,62.3942,-31.5637,DC,2.0,0.23,L18,DECaLS,,0.869+/-0.041,23.79,21.7,19.77,DESI-062.3942-31.5637,ok,126720,1
793,DESI-062.4692-32.1910,62.4692,-32.191,DC,2.0,0.29,L18,DECaLS,,0.614+/-0.023,21.95,20.15,18.75,DESI-062.4692-32.1910,ok,126720,1
795,DESI-062.6288-14.8934,62.6288,-14.8934,DC,2.5,0.99,L18,DECaLS,,0.568+/-0.044,21.32,19.79,18.64,DESI-062.6288-14.8934,ok,126720,1
796,DESI-062.6611-19.4171,62.6611,-19.4171,DC,2.5,0.91,L18,DECaLS,,0.556+/-0.090,21.29,19.84,18.59,DESI-062.6611-19.4171,ok,126720,1
797,DESI-063.2031-01.8160,63.2031,-1.816,DC,2.5,0.8,L18,DECaLS,,0.296+/-0.021,19.44,17.73,16.7,DESI-063.2031-01.8160,ok,126720,1
798,DESI-063.2873-35.0175,63.2873,-35.0175,REX,2.0,0.14,L18,DECaLS,,0.769+/-0.033,22.07,20.87,19.46,DESI-063.2873-35.0175,ok,126720,1
799,DESI-063.4434-29.6321,63.4434,-29.6321,DC,2.0,0.44,L18,DECaLS,,0.873+/-0.080,24.12,21.77,19.82,DESI-063.4434-29.6321,ok,126720,1
800,DESI-064.0540-30.3893,64.054,-30.3893,REX,2.5,1.0,L18,DECaLS,,0.627+/-0.060,21.08,19.82,18.65,DESI-064.0540-30.3893,ok,126720,1
801,DESI-064.1560-20.0800,64.156,-20.08,DC,2.0,0.79,L18,DECaLS,,0.404+/-0.052,21.06,19.52,18.6,DESI-064.1560-20.0800,ok,126720,1
802,DESI-064.5125-19.1295,64.5125,-19.1295,DC,2.0,0.81,L18,DECaLS,,0.476+/-0.022,22.09,20.12,19.0,DESI-064.5125-19.1295,ok,126720,1
803,DESI-064.5883-31.2553,64.5883,-31.2553,DC,2.5,0.99,L18,DECaLS,,0.514+/-0.019,20.76,19.08,17.94,DESI-064.5883-31.2553,ok,126720,1
804,DESI-064.6062-24.9971,64.6062,-24.9971,DC,2.0,0.11,L18,DECaLS,,0.324+/-0.051,21.07,19.74,18.92,DESI-064.6062-24.9971,ok,126720,1
805,DESI-064.8599-09.5649,64.8599,-9.5649,DC,2.0,0.61,L18,DECaLS,,0.574+/-0.032,22.43,20.51,19.13,DESI-064.8599-09.5649,ok,126720,1
808,DESI-065.2204-24.1023,65.2204,-24.1023,DC,2.5,0.25,L18,DECaLS,,0.592+/-0.094,22.33,20.71,19.44,DESI-065.2204-24.1023,ok,126720,1
809,DESI-065.2768-20.9997,65.2768,-20.9997,DC,2.0,0.67,L18,DECaLS,,0.812+/-0.046,22.72,21.23,19.51,DESI-065.2768-20.9997,ok,126720,1
810,DESI-065.4182-22.9294,65.4182,-22.9294,DC,2.0,0.16,L18,DECaLS,,0.620+/-0.030,21.37,19.88,18.6,DESI-065.4182-22.9294,ok,126720,1
811,DESI-065.4574-11.0477,65.4574,-11.0477,DC,2.5,0.96,L18,DECaLS,,0.576+/-0.032,21.57,19.85,18.62,DESI-065.4574-11.0477,ok,126720,1
813,DESI-065.5591-28.8002,65.5591,-28.8002,DC,2.5,0.19,L18,DECaLS,,0.416+/-0.051,21.41,19.5,18.38,DESI-065.5591-28.8002,fail: HTTP 429,0,5
814,DESI-065.6339-26.1299,65.6339,-26.1299,DC,2.5,0.11,L18,DECaLS,,0.773+/-0.016,22.41,20.44,18.58,DESI-065.6339-26.1299,ok,126720,1
815,DESI-065.7967-01.3515,65.7967,-1.3515,DC,2.5,0.37,L18,DECaLS,,0.387+/-0.021,20.3,18.46,17.4,DESI-065.7967-01.3515,ok,126720,1
816,DESI-065.8473-03.3572,65.8473,-3.3572,DC,2.0,0.88,L18,DECaLS,,0.603+/-0.008,21.52,19.61,18.14,DESI-065.8473-03.3572,ok,126720,1
817,DESI-066.5255-13.2436,66.5255,-13.2436,DC,2.0,1.0,L18,DECaLS,,0.749+/-0.054,21.93,20.52,19.06,DESI-066.5255-13.2436,ok,126720,1
818,DESI-067.6651-25.8495,67.6651,-25.8495,DC,2.5,0.93,L18,DECaLS,,0.596+/-0.101,21.38,20.19,19.21,DESI-067.6651-25.8495,ok,126720,1
819,DESI-067.8196-31.4630,67.8196,-31.463,DC,2.5,0.3,L18,DECaLS,,0.489+/-0.057,22.71,20.91,19.88,DESI-067.8196-31.4630,ok,126720,1
820,DESI-068.1022-20.0038,68.1022,-20.0038,DC,2.5,1.0,L18,DECaLS,,0.555+/-0.009,21.49,19.63,18.34,DESI-068.1022-20.0038,ok,126720,1
822,DESI-068.9055-25.3337,68.9055,-25.3337,DC,2.5,0.81,L18,DECaLS,,0.544+/-0.053,20.98,19.33,18.08,DESI-068.9055-25.3337,ok,126720,1
823,DESI-068.9980-21.6384,68.998,-21.6384,DC,2.0,0.11,L18,DECaLS,,0.517+/-0.035,20.94,19.46,18.43,DESI-068.9980-21.6384,ok,126720,1
824,DESI-069.3619-23.0974,69.3619,-23.0974,DC,2.0,0.13,L18,DECaLS,,0.384+/-0.027,21.56,19.83,18.91,DESI-069.3619-23.0974,ok,126720,1
825,DESI-069.5641-32.3475,69.5641,-32.3475,DC,2.5,0.97,L18,DECaLS,,0.506+/-0.017,20.78,18.99,17.84,DESI-069.5641-32.3475,ok,126720,1
827,DESI-069.6660-28.5525,69.666,-28.5525,DC,2.0,0.71,L18,DECaLS,,0.592+/-0.024,20.99,19.51,18.3,DESI-069.6660-28.5525,ok,126720,1
828,DESI-070.0841-06.3394,70.0841,-6.3394,DC,2.5,0.14,L18,DECaLS,0.1599,,18.69,17.38,16.51,DESI-070.0841-06.3394,ok,126720,1
831,DESI-070.8793-32.1335,70.8793,-32.1335,DC,2.5,0.28,L18,DECaLS,,0.317+/-0.068,19.87,18.57,17.75,DESI-070.8793-32.1335,ok,126720,1
832,DESI-071.3350-22.0787,71.335,-22.0787,DC,2.0,0.97,L18,DECaLS,,0.434+/-0.026,19.55,17.72,16.66,DESI-071.3350-22.0787,ok,126720,1
834,DESI-071.9694-29.1854,71.9694,-29.1854,DC,2.0,0.9,L18,DECaLS,,0.552+/-0.059,20.81,19.46,18.4,DESI-071.9694-29.1854,ok,126720,1
835,DESI-072.0873-19.4173,72.0873,-19.4173,DC,2.5,0.5,L18,DECaLS,,1.021+/-0.061,23.38,21.4,19.22,DESI-072.0873-19.4173,ok,126720,1
836,DESI-072.1089-29.1347,72.1089,-29.1347,DC,2.0,0.28,L18,DECaLS,,0.341+/-0.059,20.89,19.35,18.56,DESI-072.1089-29.1347,ok,126720,1
837,DESI-072.1777-05.0516,72.1777,-5.0516,DC,2.5,0.22,L18,DECaLS,0.2951,,19.83,18.25,17.42,DESI-072.1777-05.0516,ok,126720,1
838,DESI-072.8336-18.7814,72.8336,-18.7814,DC,2.5,0.43,L18,DECaLS,,0.601+/-0.032,22.14,20.4,19.04,DESI-072.8336-18.7814,ok,126720,1
839,DESI-072.8845-01.0118,72.8845,-1.0118,DC,2.5,0.88,L18,DECaLS,0.6166,,21.28,20.23,19.11,DESI-072.8845-01.0118,ok,126720,1
842,DESI-073.6913-29.8156,73.6913,-29.8156,DC,2.0,0.22,L18,DECaLS,,0.690+/-0.026,22.41,20.34,18.72,DESI-073.6913-29.8156,ok,126720,1
843,DESI-074.2036-00.8212,74.2036,-0.8212,DC,2.5,0.49,L18,DECaLS,0.6326,,23.45,21.61,19.63,DESI-074.2036-00.8212,ok,126720,1
844,DESI-074.3280-04.4293,74.328,-4.4293,DC,2.0,1.0,L18,DECaLS,0.7333,,21.99,20.57,19.1,DESI-074.3280-04.4293,ok,126720,1
846,DESI-074.4853-23.1579,74.4853,-23.1579,DC,2.0,0.34,L18,DECaLS,,0.549+/-0.031,21.79,19.97,18.71,DESI-074.4853-23.1579,ok,126720,1
847,DESI-074.6542-27.1065,74.6542,-27.1065,DC,2.0,0.52,L18,DECaLS,,0.558+/-0.024,21.77,19.99,18.72,DESI-074.6542-27.1065,ok,126720,1
848,DESI-075.3911-03.2937,75.3911,-3.2937,DC,2.0,0.25,L18,DECaLS,,0.770+/-0.065,22.4,21.01,19.38,DESI-075.3911-03.2937,ok,126720,1
849,DESI-075.4100-18.6007,75.41,-18.6007,DC,2.0,0.58,L18,DECaLS,,0.279+/-0.011,20.03,18.49,17.67,DESI-075.4100-18.6007,ok,126720,1
850,DESI-075.5665-31.0876,75.5665,-31.0876,DC,2.0,0.92,L18,DECaLS,,0.765+/-0.023,22.73,20.66,18.87,DESI-075.5665-31.0876,ok,126720,1
851,DESI-075.9545-26.6809,75.9545,-26.6809,REX,2.0,0.1,L18,DECaLS,,0.650+/-0.050,21.22,20.12,19.13,DESI-075.9545-26.6809,ok,126720,1
855,DESI-077.2638-21.5958,77.2638,-21.5958,DC,2.5,0.35,L18,DECaLS,,0.637+/-0.012,21.81,19.87,18.35,DESI-077.2638-21.5958,fail: HTTP 429,0,5
857,DESI-077.6960-26.5395,77.696,-26.5395,DC,2.5,0.81,L18,DECaLS,,0.726+/-0.054,22.39,20.95,19.52,DESI-077.6960-26.5395,ok,126720,1
859,DESI-078.4202-28.2351,78.4202,-28.2351,DC,2.0,0.41,L18,DECaLS,,0.713+/-0.045,21.78,20.36,18.92,DESI-078.4202-28.2351,ok,126720,1
860,DESI-079.4502-23.2598,79.4502,-23.2598,DC,2.0,0.6,L18,DECaLS,,0.521+/-0.050,21.48,19.91,18.77,DESI-079.4502-23.2598,ok,126720,1
861,DESI-079.7106-32.3011,79.7106,-32.3011,DC,2.5,0.12,L18,DECaLS,,0.545+/-0.010,21.14,19.28,18.05,DESI-079.7106-32.3011,ok,126720,1
862,DESI-080.2860-18.3170,80.286,-18.317,DC,2.5,0.63,L18,DECaLS,,0.803+/-0.034,23.38,21.57,19.72,DESI-080.2860-18.3170,ok,126720,1
863,DESI-080.6361-24.9674,80.6361,-24.9674,DC,2.0,0.41,L18,DECaLS,,0.525+/-0.012,21.07,19.13,17.91,DESI-080.6361-24.9674,ok,126720,1
864,DESI-080.6724-24.0688,80.6724,-24.0688,DC,2.0,0.37,L18,DECaLS,,0.446+/-0.012,21.06,19.17,18.14,DESI-080.6724-24.0688,ok,126720,1
865,DESI-080.9091-21.0160,80.9091,-21.016,DC,2.0,0.84,L18,DECaLS,,0.758+/-0.014,22.96,20.93,19.09,DESI-080.9091-21.0160,ok,126720,1
866,DESI-081.2511-26.2779,81.2511,-26.2779,DC,2.0,0.97,L18,DECaLS,,0.753+/-0.020,22.27,20.31,18.54,DESI-081.2511-26.2779,ok,126720,1
867,DESI-081.5917-27.3214,81.5917,-27.3214,REX,2.5,0.21,L18,DECaLS,,0.634+/-0.154,20.77,19.89,18.92,DESI-081.5917-27.3214,ok,126720,1
868,DESI-082.4980-19.9199,82.498,-19.9199,DC,2.5,0.55,L18,DECaLS,,0.544+/-0.025,21.37,19.56,18.26,DESI-082.4980-19.9199,ok,126720,1
869,DESI-083.1991-29.3017,83.1991,-29.3017,REX,2.0,0.65,L18,DECaLS,,0.675+/-0.027,21.38,20.3,19.28,DESI-083.1991-29.3017,ok,126720,1
870,DESI-083.4490-22.2658,83.449,-22.2658,DC,2.5,0.98,L18,DECaLS,,0.731+/-0.016,22.36,20.34,18.6,DESI-083.4490-22.2658,ok,126720,1
872,DESI-083.9416-27.0088,83.9416,-27.0088,DC,2.5,1.0,L18,DECaLS,,0.541+/-0.013,21.09,19.25,18.0,DESI-083.9416-27.0088,ok,126720,1
874,DESI-084.7962-28.0211,84.7962,-28.0211,DC,2.0,0.2,L18,DECaLS,,0.994+/-0.027,23.78,21.81,19.61,DESI-084.7962-28.0211,ok,126720,1
875,DESI-085.5750-21.8217,85.575,-21.8217,DC,2.0,0.87,L18,DECaLS,,0.549+/-0.029,21.24,19.46,18.26,DESI-085.5750-21.8217,ok,126720,1
876,DESI-085.7339-31.4431,85.7339,-31.4431,DC,2.5,0.92,L18,DECaLS,,0.508+/-0.039,21.7,19.81,18.62,DESI-085.7339-31.4431,ok,126720,1
878,DESI-086.5815-27.7223,86.5815,-27.7223,DC,2.0,0.51,L18,DECaLS,,0.830+/-0.054,21.82,20.48,18.87,DESI-086.5815-27.7223,ok,126720,1
879,DESI-086.8986-28.1308,86.8986,-28.1308,DC,2.5,0.12,L18,DECaLS,,0.348+/-0.014,19.91,18.15,17.23,DESI-086.8986-28.1308,ok,126720,1
880,DESI-087.1209-25.5251,87.1209,-25.5251,DC,2.0,0.9,L18,DECaLS,,0.319+/-0.028,20.2,18.67,17.84,DESI-087.1209-25.5251,ok,126720,1
881,DESI-087.2700-23.9175,87.27,-23.9175,DC,2.0,0.98,L18,DECaLS,,0.514+/-0.040,21.8,19.96,18.84,DESI-087.2700-23.9175,ok,126720,1
882,DESI-087.4139-30.4661,87.4139,-30.4661,DC,2.5,0.74,L18,DECaLS,,0.467+/-0.038,21.59,20.01,19.01,DESI-087.4139-30.4661,ok,126720,1
883,DESI-087.9078-25.1400,87.9078,-25.14,DC,2.5,1.0,L18,DECaLS,,0.724+/-0.066,21.48,20.32,19.11,DESI-087.9078-25.1400,ok,126720,1
885,DESI-088.5024-29.7013,88.5024,-29.7013,DC,2.0,0.96,L18,DECaLS,,0.603+/-0.026,22.71,20.79,19.4,DESI-088.5024-29.7013,ok,126720,1
887,DESI-089.5700-30.9485,89.57,-30.9485,DC,2.5,0.72,L18,DECaLS,,0.711+/-0.046,22.95,21.21,19.6,DESI-089.5700-30.9485,ok,126720,1
890,DESI-095.7736+58.8572,95.7736,58.8572,DC,2.5,0.98,L18,MzLS,,0.610+/-0.029,22.01,20.23,18.76,DESI-095.7736+58.8572,ok,126720,1
891,DESI-103.0258+33.1167,103.0258,33.1167,DC,2.5,0.24,L18,MzLS,,0.264+/-0.029,19.12,17.65,16.75,DESI-103.0258+33.1167,ok,126720,1
892,DESI-104.3289+45.1488,104.3289,45.1488,DC,2.0,0.26,L18,MzLS,,0.274+/-0.189,22.03,21.03,19.93,DESI-104.3289+45.1488,ok,126720,1
893,DESI-104.3594+32.5562,104.3594,32.5562,DC,2.0,0.64,L18,MzLS,,0.556+/-0.023,20.89,19.44,18.27,DESI-104.3594+32.5562,ok,126720,1
894,DESI-106.9992+50.2149,106.9992,50.2149,DC,2.0,0.17,L18,MzLS,,0.629+/-0.027,22.68,20.78,19.24,DESI-106.9992+50.2149,ok,126720,1
895,DESI-107.9747+28.3465,107.9747,28.3465,DC,2.0,0.91,L18,DECaLS,,0.697+/-0.095,21.34,20.06,18.7,DESI-107.9747+28.3465,ok,126720,1
896,DESI-109.4348+42.7031,109.4348,42.7031,DC,2.5,0.17,L18,MzLS,,0.227+/-0.014,18.54,17.05,16.11,DESI-109.4348+42.7031,ok,126720,1
897,DESI-112.0041+47.9631,112.0041,47.9631,DC,2.0,0.17,L18,MzLS,,0.703+/-0.039,23.3,21.53,19.84,DESI-112.0041+47.9631,ok,126720,1
898,DESI-112.0551+31.6799,112.0551,31.6799,DC,2.0,0.63,L18,DECaLS,0.6745,,21.3,19.93,18.61,DESI-112.0551+31.6799,ok,126720,1
899,DESI-112.1758+38.2037,112.1758,38.2037,DC,2.0,0.55,L18,MzLS,0.5956,,23.43,21.21,19.74,DESI-112.1758+38.2037,ok,126720,1
900,DESI-112.6173+38.3732,112.6173,38.3732,DC,2.0,0.81,L18,MzLS,0.5263,,20.8,19.16,18.1,DESI-112.6173+38.3732,ok,126720,1
901,DESI-113.2568+51.5755,113.2568,51.5755,DC,2.0,0.93,L18,MzLS,,0.360+/-0.042,20.04,18.49,17.54,DESI-113.2568+51.5755,ok,126720,1
903,DESI-114.0195+21.3041,114.0195,21.3041,DC,2.0,0.97,L18,DECaLS,0.4533,,19.83,18.11,17.08,DESI-114.0195+21.3041,ok,126720,1
904,DESI-115.4473+34.9407,115.4473,34.9407,DC,2.0,1.0,L18,MzLS,0.5287,,21.51,20.24,18.75,DESI-115.4473+34.9407,ok,126720,1
905,DESI-116.4388+09.6096,116.4388,9.6096,DC,2.5,0.39,L18,DECaLS,0.5022,,21.72,20.15,19.14,DESI-116.4388+09.6096,ok,126720,1
906,DESI-117.2449+53.7774,117.2449,53.7774,DC,2.0,0.8,L18,MzLS,,0.601+/-0.043,20.95,19.62,18.4,DESI-117.2449+53.7774,ok,126720,1
